,track,artist,album,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
364,I Won't Say (I'm In Love) - From Hercules / Soundtrack Version,Susan Egan,Disney's Greatest Volume 1,3Dupb5AcaVFErlSSfl3szW,0.684,0.471,0,-9.43,1,0.043,0.208,0.0,0.14,0.453,121.081,audio_features,3Dupb5AcaVFErlSSfl3szW,spotify:track:3Dupb5AcaVFErlSSfl3szW,https://api.spotify.com/v1/tracks/3Dupb5AcaVFErlSSfl3szW,https://api.spotify.com/v1/audio-analysis/3Dupb5AcaVFErlSSfl3szW,140093,4
365,You're Welcome,Dwayne Johnson,Moana (Original Motion Picture Soundtrack/Deluxe Edition),6U4VqEHy4n5VeiH4pQPL24,0.788,0.745,5,-7.072,1,0.258,0.29,0.0,0.0373,0.672,135.278,audio_features,6U4VqEHy4n5VeiH4pQPL24,spotify:track:6U4VqEHy4n5VeiH4pQPL24,https://api.spotify.com/v1/tracks/6U4VqEHy4n5VeiH4pQPL24,https://api.spotify.com/v1/audio-analysis/6U4VqEHy4n5VeiH4pQPL24,163893,4
366,You've Got A Friend In Me - From Toy Story/Soundtrack Version,Randy Newman,Toy Story,2stkLJ0JNcXkIRDNF3ld6c,0.689,0.333,0,-12.134,0,0.0307,0.817,5.13e-06,0.285,0.471,115.835,audio_features,2stkLJ0JNcXkIRDNF3ld6c,spotify:track:2stkLJ0JNcXkIRDNF3ld6c,https://api.spotify.com/v1/tracks/2stkLJ0JNcXkIRDNF3ld6c,https://api.spotify.com/v1/audio-analysis/2stkLJ0JNcXkIRDNF3ld6c,124160,4
367,Into the Unknown - Panic! At The Disco Version,Panic! at the Disco,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),421eObjg0DTm2qajJl5OJm,0.456,0.828,1,-6.225,1,0.077,0.0244,0.0,0.21,0.313,116.719,audio_features,421eObjg0DTm2qajJl5OJm,spotify:track:421eObjg0DTm2qajJl5OJm,https://api.spotify.com/v1/tracks/421eObjg0DTm2qajJl5OJm,https://api.spotify.com/v1/audio-analysis/421eObjg0DTm2qajJl5OJm,189132,4
368,Can You Feel the Love Tonight,Beyoncé,The Lion King (Original Motion Picture Soundtrack),1zSKtBze2IReYU44W0lDzd,0.337,0.331,5,-10.16,1,0.0385,0.657,0.0,0.085,0.35,103.203,audio_features,1zSKtBze2IReYU44W0lDzd,spotify:track:1zSKtBze2IReYU44W0lDzd,https://api.spotify.com/v1/tracks/1zSKtBze2IReYU44W0lDzd,https://api.spotify.com/v1/audio-analysis/1zSKtBze2IReYU44W0lDzd,182613,5
369,Be Our Guest - From Beauty and the Beast/Soundtrack,Angela Lansbury,Beauty And The Beast (Soundtrack),6btdYzQ8eZFBrOlUKVHuz0,0.517,0.421,11,-12.822,0,0.172,0.813,0.0,0.0788,0.578,121.459,audio_features,6btdYzQ8eZFBrOlUKVHuz0,spotify:track:6btdYzQ8eZFBrOlUKVHuz0,https://api.spotify.com/v1/tracks/6btdYzQ8eZFBrOlUKVHuz0,https://api.spotify.com/v1/audio-analysis/6btdYzQ8eZFBrOlUKVHuz0,224733,4
370,A Girl Worth Fighting For - From Mulan/Soundtrack,Lea Salonga,Mulan,3wjgPeXocinhLyPL37p70e,0.366,0.35,4,-17.313,1,0.0629,0.564,0.0,0.281,0.851,175.864,audio_features,3wjgPeXocinhLyPL37p70e,spotify:track:3wjgPeXocinhLyPL37p70e,https://api.spotify.com/v1/tracks/3wjgPeXocinhLyPL37p70e,https://api.spotify.com/v1/audio-analysis/3wjgPeXocinhLyPL37p70e,146053,4
371,I Won't Say (I'm In Love),Susan Egan,Hercules (Original Motion Picture Soundtrack),3Dupb5AcaVFErlSSfl3szW,0.684,0.471,0,-9.43,1,0.043,0.208,0.0,0.14,0.453,121.081,audio_features,3Dupb5AcaVFErlSSfl3szW,spotify:track:3Dupb5AcaVFErlSSfl3szW,https://api.spotify.com/v1/tracks/3Dupb5AcaVFErlSSfl3szW,https://api.spotify.com/v1/audio-analysis/3Dupb5AcaVFErlSSfl3szW,140093,4
372,Genius (feat. Sia Diplo and Labrinth),Sia,Labrinth Sia & Diplo Present... LSD,4xigPf2sigSPmuFH3qCelB,0.603,0.615,11,-4.931,0,0.165,0.0799,6.72e-05,0.117,0.561,158.657,audio_features,4xigPf2sigSPmuFH3qCelB,spotify:track:4xigPf2sigSPmuFH3qCelB,https://api.spotify.com/v1/tracks/4xigPf2sigSPmuFH3qCelB,https://api.spotify.com/v1/audio-analysis/4xigPf2sigSPmuFH3qCelB,213707,4
373,Ruda tańczy jak szalona,CZADOMAN,Czadomania,0Fy2hrSDLnvc0B9jIt51OF,0.819,0.884,5,-6.053,1,0.0541,0.0301,4.56e-06,0.392,0.966,138.017,audio_features,0Fy2hrSDLnvc0B9jIt51OF,spotify:track:0Fy2hrSDLnvc0B9jIt51OF,https://api.spotify.com/v1/tracks/0Fy2hrSDLnvc0B9jIt51OF,https://api.spotify.com/v1/audio-analysis/0Fy2hrSDLnvc0B9jIt51OF,189440,4
374,The Climb,Miley Cyrus,Hannah Montana The Movie,0V8FYVlBFuXXTIvRnMbZyS,0.327,0.588,4,-6.611,1,0.0336,0.0834,0.0,0.104,0.329,161.074,audio_features,0V8FYVlBFuXXTIvRnMbZyS,spotify:track:0V8FYVlBFuXXTIvRnMbZyS,https://api.spotify.com/v1/tracks/0V8FYVlBFuXXTIvRnMbZyS,https://api.spotify.com/v1/audio-analysis/0V8FYVlBFuXXTIvRnMbZyS,236067,4
375,Poker Face,Lady Gaga,The Fame,5R8dQOPq8haW94K7mgERlO,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,audio_features,5R8dQOPq8haW94K7mgERlO,spotify:track:5R8dQOPq8haW94K7mgERlO,https://api.spotify.com/v1/tracks/5R8dQOPq8haW94K7mgERlO,https://api.spotify.com/v1/audio-analysis/5R8dQOPq8haW94K7mgERlO,237200,4
376,Telephone (feat. Beyoncé),Lady Gaga,The Fame Monster (UK Deluxe),37YaunB51ZCw9V8O16AR6l,0.855,0.836,3,-6.222,1,0.0938,0.157,0.0,0.113,0.63,122.005,audio_features,37YaunB51ZCw9V8O16AR6l,spotify:track:37YaunB51ZCw9V8O16AR6l,https://api.spotify.com/v1/tracks/37YaunB51ZCw9V8O16AR6l,https://api.spotify.com/v1/audio-analysis/37YaunB51ZCw9V8O16AR6l,224000,4
377,Marry the Night,Lady Gaga,Born This Way (International Special Edition Version),1k18nxjYj8R5iz82Ap7GEY,0.614,0.879,0,-4.422,1,0.056,0.00104,0.00438,0.41,0.407,131.092,audio_features,1k18nxjYj8R5iz82Ap7GEY,spotify:track:1k18nxjYj8R5iz82Ap7GEY,https://api.spotify.com/v1/tracks/1k18nxjYj8R5iz82Ap7GEY,https://api.spotify.com/v1/audio-analysis/1k18nxjYj8R5iz82Ap7GEY,264520,4
378,The Edge of Glory,Lady Gaga,Born This Way (International Special Edition Version),0JNdS1n0ifOP25XvhwAMgM,0.581,0.772,9,-6.544,1,0.0401,0.000343,0.0191,0.11,0.361,127.952,audio_features,0JNdS1n0ifOP25XvhwAMgM,spotify:track:0JNdS1n0ifOP25XvhwAMgM,https://api.spotify.com/v1/tracks/0JNdS1n0ifOP25XvhwAMgM,https://api.spotify.com/v1/audio-analysis/0JNdS1n0ifOP25XvhwAMgM,320587,4
379,Judas,Lady Gaga,Born This Way (International Standard Version),0QkWikH5Z3U0f79T9iuF6c,0.661,0.937,10,-3.83,0,0.0744,0.000967,1.59e-05,0.355,0.535,131.001,audio_features,0QkWikH5Z3U0f79T9iuF6c,spotify:track:0QkWikH5Z3U0f79T9iuF6c,https://api.spotify.com/v1/tracks/0QkWikH5Z3U0f79T9iuF6c,https://api.spotify.com/v1/audio-analysis/0QkWikH5Z3U0f79T9iuF6c,249067,4
380,Alejandro,Lady Gaga,The Fame Monster (UK Deluxe),4lwavw59UjXUPJZtKNdFYp,0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992,audio_features,4lwavw59UjXUPJZtKNdFYp,spotify:track:4lwavw59UjXUPJZtKNdFYp,https://api.spotify.com/v1/tracks/4lwavw59UjXUPJZtKNdFYp,https://api.spotify.com/v1/audio-analysis/4lwavw59UjXUPJZtKNdFYp,274213,4
381,Bad Romance,Lady Gaga,The Fame Monster (UK Deluxe),0SiywuOBRcynK0uKGWdCnn,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,audio_features,0SiywuOBRcynK0uKGWdCnn,spotify:track:0SiywuOBRcynK0uKGWdCnn,https://api.spotify.com/v1/tracks/0SiywuOBRcynK0uKGWdCnn,https://api.spotify.com/v1/audio-analysis/0SiywuOBRcynK0uKGWdCnn,294573,4
382,Check On It (feat. Bun B & Slim Thug) - feat. Bun B and Slim Thug,Beyoncé,B'Day,56mAv6TVHL4QXcD4B4Ezvg,0.707,0.881,7,-4.066,1,0.249,0.0782,0.0,0.388,0.922,166.02,audio_features,56mAv6TVHL4QXcD4B4Ezvg,spotify:track:56mAv6TVHL4QXcD4B4Ezvg,https://api.spotify.com/v1/tracks/56mAv6TVHL4QXcD4B4Ezvg,https://api.spotify.com/v1/audio-analysis/56mAv6TVHL4QXcD4B4Ezvg,210707,4
383,Letter Home,Childish Gambino,Camp,5VYNQQn0klbYd5PjpOr4bw,0.232,0.345,0,-9.983,0,0.0327,0.509,4.02e-05,0.128,0.276,79.351,audio_features,5VYNQQn0klbYd5PjpOr4bw,spotify:track:5VYNQQn0klbYd5PjpOr4bw,https://api.spotify.com/v1/tracks/5VYNQQn0klbYd5PjpOr4bw,https://api.spotify.com/v1/audio-analysis/5VYNQQn0klbYd5PjpOr4bw,104387,3
384,Kids (Keep Up),Childish Gambino,Camp,7bVFBtEO81LmuOWDm62tdK,0.68,0.468,9,-11.128,1,0.0947,0.0311,0.0,0.207,0.348,84.994,audio_features,7bVFBtEO81LmuOWDm62tdK,spotify:track:7bVFBtEO81LmuOWDm62tdK,https://api.spotify.com/v1/tracks/7bVFBtEO81LmuOWDm62tdK,https://api.spotify.com/v1/audio-analysis/7bVFBtEO81LmuOWDm62tdK,297933,4
385,Hold You Down,Childish Gambino,Camp,6C7YFHZnzkSMsR5Hu4xVfL,0.584,0.69,7,-7.878,1,0.101,0.229,1.74e-05,0.146,0.512,85.046,audio_features,6C7YFHZnzkSMsR5Hu4xVfL,spotify:track:6C7YFHZnzkSMsR5Hu4xVfL,https://api.spotify.com/v1/tracks/6C7YFHZnzkSMsR5Hu4xVfL,https://api.spotify.com/v1/audio-analysis/6C7YFHZnzkSMsR5Hu4xVfL,292453,4
386,L.E.S.,Childish Gambino,Camp,0mCVNGC4Vvb6gDDQrDpaRh,0.524,0.674,1,-7.038,0,0.0895,0.00654,9.3e-05,0.221,0.128,102.901,audio_features,0mCVNGC4Vvb6gDDQrDpaRh,spotify:track:0mCVNGC4Vvb6gDDQrDpaRh,https://api.spotify.com/v1/tracks/0mCVNGC4Vvb6gDDQrDpaRh,https://api.spotify.com/v1/audio-analysis/0mCVNGC4Vvb6gDDQrDpaRh,317293,4
387,Backpackers,Childish Gambino,Camp,5NHrileSKnB4rAhuvsl46i,0.545,0.851,5,-6.095,0,0.429,0.296,0.0,0.0821,0.586,170.419,audio_features,5NHrileSKnB4rAhuvsl46i,spotify:track:5NHrileSKnB4rAhuvsl46i,https://api.spotify.com/v1/tracks/5NHrileSKnB4rAhuvsl46i,https://api.spotify.com/v1/audio-analysis/5NHrileSKnB4rAhuvsl46i,195640,4
388,Fire Fly,Childish Gambino,Camp,2Wd1jxXCTPhDCy2GMPC9fB,0.673,0.887,11,-4.121,0,0.22,0.146,0.0,0.272,0.484,87.484,audio_features,2Wd1jxXCTPhDCy2GMPC9fB,spotify:track:2Wd1jxXCTPhDCy2GMPC9fB,https://api.spotify.com/v1/tracks/2Wd1jxXCTPhDCy2GMPC9fB,https://api.spotify.com/v1/audio-analysis/2Wd1jxXCTPhDCy2GMPC9fB,203053,4
389,Outside,Childish Gambino,Camp,1ffy4Bi6ROMpZTxIWyPMKG,0.467,0.557,2,-7.482,0,0.0972,0.395,0.0,0.118,0.187,175.274,audio_features,1ffy4Bi6ROMpZTxIWyPMKG,spotify:track:1ffy4Bi6ROMpZTxIWyPMKG,https://api.spotify.com/v1/tracks/1ffy4Bi6ROMpZTxIWyPMKG,https://api.spotify.com/v1/audio-analysis/1ffy4Bi6ROMpZTxIWyPMKG,270053,4
390,Let's Go,Khalid,American Teen,6AIccJIWHGK26xi34FAkwl,0.78,0.371,9,-6.705,1,0.0559,0.572,0.0,0.247,0.43,108.003,audio_features,6AIccJIWHGK26xi34FAkwl,spotify:track:6AIccJIWHGK26xi34FAkwl,https://api.spotify.com/v1/tracks/6AIccJIWHGK26xi34FAkwl,https://api.spotify.com/v1/audio-analysis/6AIccJIWHGK26xi34FAkwl,204547,4
391,8TEEN,Khalid,American Teen,5bgwqaRSS3M8WHWruHgSL5,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,audio_features,5bgwqaRSS3M8WHWruHgSL5,spotify:track:5bgwqaRSS3M8WHWruHgSL5,https://api.spotify.com/v1/tracks/5bgwqaRSS3M8WHWruHgSL5,https://api.spotify.com/v1/audio-analysis/5bgwqaRSS3M8WHWruHgSL5,228600,4
392,Another Sad Love Song,Khalid,American Teen,52Qu0no0NBho3zyRmjlsHn,0.834,0.472,5,-7.777,0,0.0873,0.412,6.76e-05,0.0836,0.517,107.014,audio_features,52Qu0no0NBho3zyRmjlsHn,spotify:track:52Qu0no0NBho3zyRmjlsHn,https://api.spotify.com/v1/tracks/52Qu0no0NBho3zyRmjlsHn,https://api.spotify.com/v1/audio-analysis/52Qu0no0NBho3zyRmjlsHn,244747,4
393,Saved,Khalid,American Teen,248OFOZef6ShXv6DGgbnxU,0.739,0.448,10,-10.28,0,0.138,0.189,0.0,0.118,0.553,81.044,audio_features,248OFOZef6ShXv6DGgbnxU,spotify:track:248OFOZef6ShXv6DGgbnxU,https://api.spotify.com/v1/tracks/248OFOZef6ShXv6DGgbnxU,https://api.spotify.com/v1/audio-analysis/248OFOZef6ShXv6DGgbnxU,206533,4
394,Moondust - Stripped; EP Version,Jaymes Young,Habits of My Heart EP,3mBCTEzhxcv6jLaxXoOvWs,0.556,0.132,6,-13.38,0,0.0457,0.928,0.0,0.128,0.236,73.04,audio_features,3mBCTEzhxcv6jLaxXoOvWs,spotify:track:3mBCTEzhxcv6jLaxXoOvWs,https://api.spotify.com/v1/tracks/3mBCTEzhxcv6jLaxXoOvWs,https://api.spotify.com/v1/audio-analysis/3mBCTEzhxcv6jLaxXoOvWs,216720,4
395,Stone,Jaymes Young,Feel Something,1ezFtClxTMcS2AotqjTZX5,0.565,0.255,7,-12.151,1,0.0322,0.792,2.07e-06,0.0986,0.121,110.015,audio_features,1ezFtClxTMcS2AotqjTZX5,spotify:track:1ezFtClxTMcS2AotqjTZX5,https://api.spotify.com/v1/tracks/1ezFtClxTMcS2AotqjTZX5,https://api.spotify.com/v1/audio-analysis/1ezFtClxTMcS2AotqjTZX5,216573,4
396,Moondust,Jaymes Young,Dark Star EP,4kzyhn8i6Hf8daEBqNPfCy,0.605,0.379,6,-10.51,0,0.0289,0.659,4.57e-06,0.106,0.296,147.851,audio_features,4kzyhn8i6Hf8daEBqNPfCy,spotify:track:4kzyhn8i6Hf8daEBqNPfCy,https://api.spotify.com/v1/tracks/4kzyhn8i6Hf8daEBqNPfCy,https://api.spotify.com/v1/audio-analysis/4kzyhn8i6Hf8daEBqNPfCy,225203,4
397,What Is Love,Jaymes Young,What Is Love,6CIff9z94pPApi2i3k2lq1,0.466,0.278,1,-10.318,0,0.0265,0.85,1.08e-05,0.13,0.123,98.391,audio_features,6CIff9z94pPApi2i3k2lq1,spotify:track:6CIff9z94pPApi2i3k2lq1,https://api.spotify.com/v1/tracks/6CIff9z94pPApi2i3k2lq1,https://api.spotify.com/v1/audio-analysis/6CIff9z94pPApi2i3k2lq1,208673,5
398,Feel Something,Jaymes Young,Feel Something,0vMI3AJPQMjytAu8XMWr65,0.61,0.59,11,-7.325,0,0.0362,0.694,2.32e-06,0.15,0.352,137.838,audio_features,0vMI3AJPQMjytAu8XMWr65,spotify:track:0vMI3AJPQMjytAu8XMWr65,https://api.spotify.com/v1/tracks/0vMI3AJPQMjytAu8XMWr65,https://api.spotify.com/v1/audio-analysis/0vMI3AJPQMjytAu8XMWr65,217400,4
399,Bellyache - Marian Hill Remix,Billie Eilish,Bellyache (Marian Hill Remix),61X077SWMs5aAGQHhf4pd0,0.832,0.368,4,-8.627,0,0.133,0.2,0.0513,0.353,0.2,100.045,audio_features,61X077SWMs5aAGQHhf4pd0,spotify:track:61X077SWMs5aAGQHhf4pd0,https://api.spotify.com/v1/tracks/61X077SWMs5aAGQHhf4pd0,https://api.spotify.com/v1/audio-analysis/61X077SWMs5aAGQHhf4pd0,220800,4
400,bad guy,Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4
401,it's you,Ali Gatie,You,5DqdesEfbRyOlSS3Tf6c29,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,audio_features,5DqdesEfbRyOlSS3Tf6c29,spotify:track:5DqdesEfbRyOlSS3Tf6c29,https://api.spotify.com/v1/tracks/5DqdesEfbRyOlSS3Tf6c29,https://api.spotify.com/v1/audio-analysis/5DqdesEfbRyOlSS3Tf6c29,212607,4
402,Something About the Sunshine,Anna Margaret,StarStruck,0Jcnr8HUGQdaOiSkqpdEKX,0.692,0.797,5,-6.248,1,0.0439,0.0863,0.0,0.186,0.763,125.022,audio_features,0Jcnr8HUGQdaOiSkqpdEKX,spotify:track:0Jcnr8HUGQdaOiSkqpdEKX,https://api.spotify.com/v1/tracks/0Jcnr8HUGQdaOiSkqpdEKX,https://api.spotify.com/v1/audio-analysis/0Jcnr8HUGQdaOiSkqpdEKX,186800,4
403,Walking on Sunshine,Katrina and the Waves,Katrina & the Waves,05wIrZSwuaVWhcv5FfqeH0,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,audio_features,05wIrZSwuaVWhcv5FfqeH0,spotify:track:05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/tracks/05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/audio-analysis/05wIrZSwuaVWhcv5FfqeH0,238733,4
404,Good for You,Selena Gomez,Revival (Deluxe),578Eooad7oUyn4stovZiPg,0.607,0.673,5,-6.484,0,0.0611,0.181,0.0,0.069,0.215,88.952,audio_features,578Eooad7oUyn4stovZiPg,spotify:track:578Eooad7oUyn4stovZiPg,https://api.spotify.com/v1/tracks/578Eooad7oUyn4stovZiPg,https://api.spotify.com/v1/audio-analysis/578Eooad7oUyn4stovZiPg,221280,4
405,Despacito - Remix,Luis Fonsi,Despacito Feat. Justin Bieber (Remix),6rPO02ozF3bM7NnOV4h6s2,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,audio_features,6rPO02ozF3bM7NnOV4h6s2,spotify:track:6rPO02ozF3bM7NnOV4h6s2,https://api.spotify.com/v1/tracks/6rPO02ozF3bM7NnOV4h6s2,https://api.spotify.com/v1/audio-analysis/6rPO02ozF3bM7NnOV4h6s2,228827,4
406,There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate (Deluxe),7JJmb5XwzOO8jgpou264Ml,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,audio_features,7JJmb5XwzOO8jgpou264Ml,spotify:track:7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,199440,4
407,Malibu,Miley Cyrus,Malibu,1UZOjK1BwmwWU14Erba9CZ,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,audio_features,1UZOjK1BwmwWU14Erba9CZ,spotify:track:1UZOjK1BwmwWU14Erba9CZ,https://api.spotify.com/v1/tracks/1UZOjK1BwmwWU14Erba9CZ,https://api.spotify.com/v1/audio-analysis/1UZOjK1BwmwWU14Erba9CZ,231907,4
408,The Cure,Lady Gaga,The Cure,34oB5r0lcN3fYWCs2uA1k5,0.697,0.506,8,-4.863,1,0.0325,0.0792,0.0,0.0893,0.516,100.002,audio_features,34oB5r0lcN3fYWCs2uA1k5,spotify:track:34oB5r0lcN3fYWCs2uA1k5,https://api.spotify.com/v1/tracks/34oB5r0lcN3fYWCs2uA1k5,https://api.spotify.com/v1/audio-analysis/34oB5r0lcN3fYWCs2uA1k5,211364,4
409,Sign of the Times,Harry Styles,Harry Styles,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,audio_features,5Ohxk2dO5COHF1krpoPigN,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707,4
410,Strip That Down,Liam Payne,Strip That Down,4Ro98RCK90oHqqSZUnTFq5,0.874,0.497,6,-5.484,1,0.0562,0.22,0.0,0.0761,0.542,106.023,audio_features,4Ro98RCK90oHqqSZUnTFq5,spotify:track:4Ro98RCK90oHqqSZUnTFq5,https://api.spotify.com/v1/tracks/4Ro98RCK90oHqqSZUnTFq5,https://api.spotify.com/v1/audio-analysis/4Ro98RCK90oHqqSZUnTFq5,204502,4
411,Mi Gente,J Balvin,Mi Gente,0DgoLnd47y85lIoYzKFGYG,0.467,0.857,9,-6.968,1,0.0868,0.0142,1.61e-05,0.578,0.297,105.073,audio_features,0DgoLnd47y85lIoYzKFGYG,spotify:track:0DgoLnd47y85lIoYzKFGYG,https://api.spotify.com/v1/tracks/0DgoLnd47y85lIoYzKFGYG,https://api.spotify.com/v1/audio-analysis/0DgoLnd47y85lIoYzKFGYG,221373,4
412,Stone Cold,Demi Lovato,Confident (Deluxe Edition),56twMOlq9DJc3EgpVUVIrW,0.419,0.453,8,-7.685,1,0.0437,0.539,0.0,0.0971,0.356,140.327,audio_features,56twMOlq9DJc3EgpVUVIrW,spotify:track:56twMOlq9DJc3EgpVUVIrW,https://api.spotify.com/v1/tracks/56twMOlq9DJc3EgpVUVIrW,https://api.spotify.com/v1/audio-analysis/56twMOlq9DJc3EgpVUVIrW,191308,3
413,I've Told You Now,Sam Smith,In the Lonely Hour,0xun1Olh7EtEef4wIg9l3l,0.661,0.381,4,-8.052,0,0.0355,0.637,8.16e-05,0.0976,0.19,86.078,audio_features,0xun1Olh7EtEef4wIg9l3l,spotify:track:0xun1Olh7EtEef4wIg9l3l,https://api.spotify.com/v1/tracks/0xun1Olh7EtEef4wIg9l3l,https://api.spotify.com/v1/audio-analysis/0xun1Olh7EtEef4wIg9l3l,210369,4
414,needy,Ariana Grande,thank u next,1TEL6MlSSVLSdhOSddidlJ,0.647,0.309,7,-7.948,0,0.0366,0.78,7.41e-06,0.202,0.195,87.045,audio_features,1TEL6MlSSVLSdhOSddidlJ,spotify:track:1TEL6MlSSVLSdhOSddidlJ,https://api.spotify.com/v1/tracks/1TEL6MlSSVLSdhOSddidlJ,https://api.spotify.com/v1/audio-analysis/1TEL6MlSSVLSdhOSddidlJ,171573,4
415,Savage,Megan Thee Stallion,Suga,55CHeLEfn5iJ0IIkgaa4si,0.843,0.741,11,-5.609,1,0.334,0.0252,0.0,0.096,0.68,168.983,audio_features,55CHeLEfn5iJ0IIkgaa4si,spotify:track:55CHeLEfn5iJ0IIkgaa4si,https://api.spotify.com/v1/tracks/55CHeLEfn5iJ0IIkgaa4si,https://api.spotify.com/v1/audio-analysis/55CHeLEfn5iJ0IIkgaa4si,155497,4
416,Press,Cardi B,Press,6dPyzkyZwoj9LqjQXOFdVv,0.888,0.525,1,-5.665,1,0.305,0.029,5.68e-06,0.137,0.243,133.983,audio_features,6dPyzkyZwoj9LqjQXOFdVv,spotify:track:6dPyzkyZwoj9LqjQXOFdVv,https://api.spotify.com/v1/tracks/6dPyzkyZwoj9LqjQXOFdVv,https://api.spotify.com/v1/audio-analysis/6dPyzkyZwoj9LqjQXOFdVv,143792,4
417,7 rings,Ariana Grande,thank u next,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,audio_features,6ocbgoVGwYJhOv1GgI9NsF,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,178627,4
418,Tia Tamera (feat. Rico Nasty),Doja Cat,Amala (Deluxe Version),1uNePI826aqh9uC9pgbeHU,0.822,0.654,0,-4.623,1,0.132,0.019,0.0,0.233,0.421,119.884,audio_features,1uNePI826aqh9uC9pgbeHU,spotify:track:1uNePI826aqh9uC9pgbeHU,https://api.spotify.com/v1/tracks/1uNePI826aqh9uC9pgbeHU,https://api.spotify.com/v1/audio-analysis/1uNePI826aqh9uC9pgbeHU,211013,4
419,Working Bitch,Ashnikko,Hi It's Me,7g7w2WUpLcqsqH2M9XR7ZF,0.928,0.392,3,-7.537,0,0.0563,0.0374,0.0,0.107,0.454,102.023,audio_features,7g7w2WUpLcqsqH2M9XR7ZF,spotify:track:7g7w2WUpLcqsqH2M9XR7ZF,https://api.spotify.com/v1/tracks/7g7w2WUpLcqsqH2M9XR7ZF,https://api.spotify.com/v1/audio-analysis/7g7w2WUpLcqsqH2M9XR7ZF,177866,4
420,Act Up,City Girls,Girl Code,3A2yGHWIzmGEIolwonU69h,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,audio_features,3A2yGHWIzmGEIolwonU69h,spotify:track:3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/tracks/3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/audio-analysis/3A2yGHWIzmGEIolwonU69h,158332,4
421,The Way,Ariana Grande,Yours Truly,06EL94D0TA27Ik0Ke5usbj,0.645,0.877,5,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324,audio_features,06EL94D0TA27Ik0Ke5usbj,spotify:track:06EL94D0TA27Ik0Ke5usbj,https://api.spotify.com/v1/tracks/06EL94D0TA27Ik0Ke5usbj,https://api.spotify.com/v1/audio-analysis/06EL94D0TA27Ik0Ke5usbj,227027,4
422,I Hate U I Love U (feat. Olivia O'Brien),Gnash,us,7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,audio_features,7vRriwrloYVaoAe3a9wJHe,spotify:track:7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/audio-analysis/7vRriwrloYVaoAe3a9wJHe,251034,4
